Species3;Family3;Order3;Clade;Total.individuals;Female;Male;Unknown;Complete.measures;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand-Wing.Index;Tail.Length;Mass;Mass.Source;Mass.Refs.Other;Inference;Traits.inferred;Reference.species;Habitat;Habitat.Density;Migration;Trophic.Level;Trophic.Niche;Primary.Lifestyle;Min.Latitude;Max.Latitude;Centroid.Latitude;Centroid.Longitude;Range.Size;Species.Status
Calothorax lucifer;Trochilidae;Apodiformes;Bees;5;1;3;1;4;23,5;17,8;1,6;1,6;4,1;39,3;24,8;14,6;63;27,2;3,3;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;19,12;32,47;25,07;-104,2312685;338277,72;Extant
Calothorax pulcher;Trochilidae;Apodiformes;Bees;5;2;3;0;4;21,4;16,4;1,3;1,6;3,9;37,1;23,2;14,2;62,1;27,4;2,7;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;16,31;18,69;17,53;-98,00407747;52857,18;Extant
Calypte anna;Trochilidae;Apodiformes;Bees;5;2;3;0;3;20,6;15,7;1,6;1,7;4,6;49;32,1;16,9;65,6;30;4,24;Dunning;NA;NO;NA;NA;Woodland;2;2;Herbivore;Nectarivore;Aerial;28,86;49,69;37,61;-118,563865;493015,73;Extant
Calypte costae;Trochilidae;Apodiformes;Bees;5;2;3;0;4;19,2;15,8;1,6;1,6;4,4;44,7;29;15,2;65,7;23,6;3,09;Dunning;NA;NO;NA;NA;Shrubland;2;3;Herbivore;Nectarivore;Aerial;22,87;38,5;31,8;-113,6285512;563636;Extant
Campylopterus curvipennis;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;29,1;21,9;2,7;2,5;6,2;62;40,1;22,1;64,6;48,4;6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;15,89;23,49;18,74;-90,44134127;215633,62;Extant
Campylopterus duidae;Trochilidae;Apodiformes;Emeralds;4;3;1;0;2;28;21,5;2,4;2,6;6,2;64,4;39,4;25;61,1;46,4;6,05;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0,68;6,16;3,91;-65,30734172;102776,86;Extant
Campylopterus ensipennis;Trochilidae;Apodiformes;Emeralds;5;0;1;4;4;29,5;23,4;2,9;2,8;6,3;75,8;46,4;28,8;61,7;50,4;9,6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;10,03;11,3;10,26;-63,51071513;2404,28;Extant
Campylopterus excellens;Trochilidae;Apodiformes;Emeralds;1;0;1;0;1;30,1;23,3;3,7;3,5;6,8;68;38,1;29,9;56;65;6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;16,75;18,61;17,56;-94,69238727;30187,19;Extant
Campylopterus falcatus;Trochilidae;Apodiformes;Emeralds;4;1;1;2;4;27;20,8;2,3;2;6;65,2;39,9;25,3;61,2;40,5;7,2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-0,89;11,31;7,15;-72,0413314;88173,02;Extant
Campylopterus hemileucurus;Trochilidae;Apodiformes;Emeralds;18;8;8;2;4;32,7;27,1;3,3;3;6,5;75,3;47,4;28,4;62,5;54,4;9,72;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;7,25;20,18;15,32;-90,52330072;314208,02;Extant
Campylopterus hyperythrus;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;22,9;17,1;2,1;1,9;5,3;63,2;37,5;25,7;59,2;43,5;6,4;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;4,4;6,32;5,28;-61,50509035;40875,45;Extant
Campylopterus largipennis;Trochilidae;Apodiformes;Emeralds;10;3;5;2;8;30,2;24;2,7;2,9;5,6;72,3;44;28,1;61,1;47;8,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-20,22;8,92;-5,18;-60,51686676;7144478,94;Extant
Campylopterus phainopeplus;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;28,5;22;2,5;2,2;5,9;68,1;41,8;26,3;61,4;40;7,65;EltonTraits_GenAvg;NA;NO;NA;NA;Grassland;2;1;Herbivore;Nectarivore;Aerial;10,51;11,03;10,82;-73,63850587;1550,98;Extant
Campylopterus rufus;Trochilidae;Apodiformes;Emeralds;5;2;3;0;3;29;22,5;2,5;2,7;6,5;71;44,4;26,3;62,8;47,8;7,1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;13,31;16,5;14,6;-90,70595587;31219,99;Extant
Campylopterus villaviscensio;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;31,2;26,3;2,6;2,4;6,2;65,8;40;25,8;60,8;44,8;7,38;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-6,08;1,75;-2,2;-77,90731485;36504,59;Extant
Chaetocercus astreans;Trochilidae;Apodiformes;Bees;2;2;0;0;2;15,7;13,1;1,2;1,3;4;33,7;22;11,6;65,4;16;2;Inferred;NA;YES;Body Mass;Chaetocercus heliodor;Forest;2;1;Herbivore;Nectarivore;Aerial;10,36;11,18;10,77;-73,64076197;6505,06;Extant
Chaetocercus berlepschi;Trochilidae;Apodiformes;Bees;3;1;2;0;2;15,5;13,5;1,8;1,4;3,2;26,7;17,6;9,1;66;13,5;2;Updated_literature;Dunning (2021);NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-2,05;1;-1,09;-80,4304647;4383,38;Extant
Chaetocercus bombus;Trochilidae;Apodiformes;Bees;5;2;3;0;4;15,5;11;1,5;1,1;3,4;28,2;16,8;12;58,4;20,8;6,5;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-8,71;1,82;-2,45;-78,90623996;174135,57;Extant
Chaetocercus heliodor;Trochilidae;Apodiformes;Bees;5;2;3;0;4;16,1;12,6;1,3;1,1;3,8;30,3;18,8;11,6;61,7;18;2;Updated_literature;Dunning (2021);NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-2,33;9,33;4,93;-74,3380432;113213,81;Extant
Chaetocercus jourdanii;Trochilidae;Apodiformes;Bees;7;4;3;0;6;14,9;11,6;1,3;1,2;4;35,2;23,5;11,9;66,4;21;3,26;EltonTraits_Model;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;6,9;11,28;9,49;-68,32909991;46450,27;Extant
Chaetocercus mulsant;Trochilidae;Apodiformes;Bees;16;8;8;0;7;21;17,1;1,4;1,5;4,4;39,2;26;13,5;65,9;21,4;3,9;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-17,8;7,13;-5,78;-75,63524809;263636,46;Extant
Chalcostigma herrani;Trochilidae;Apodiformes;Coquettes;9;4;5;0;4;16,4;10,7;1,7;1,5;6;67,6;42,5;25,1;62,9;50,6;5,8;Dunning;NA;NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Aerial;-5,36;4,72;-0,19;-77,86664873;75956,84;Extant
Chalcostigma heteropogon;Trochilidae;Apodiformes;Coquettes;4;0;1;3;4;15,8;11,4;1,5;1,6;6,2;70,7;43,9;26,7;62,2;58,2;6,1;Updated_literature;BoW;NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Aerial;4,01;8,04;6,2;-73,14375663;29042,28;Extant
Chalcostigma olivaceum;Trochilidae;Apodiformes;Coquettes;4;2;1;1;4;15,3;10,3;1,7;1,6;7,9;81,4;49,1;32,2;60,3;57,2;8,2;Updated_literature;Dunning (2021);NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Aerial;-16,68;-8,78;-13,3;-73,02131925;65218,73;Extant
Chalcostigma ruficeps;Trochilidae;Apodiformes;Coquettes;28;6;18;4;13;15,8;11,6;2;1,9;5,4;57,9;36;22,1;61,9;42,1;3,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,69;-3,93;-11,97;-72,98120669;123503,39;Extant
Chalcostigma stanleyi;Trochilidae;Apodiformes;Coquettes;7;2;5;0;5;14,2;9;1,6;1,7;6,1;66,1;38,2;27,4;58,3;56,6;5,8;Dunning;NA;NO;NA;NA;Grassland;3;1;Herbivore;Nectarivore;Aerial;-17,18;0,67;-10,13;-73,98498568;120440,27;Extant
Chalybura buffonii;Trochilidae;Apodiformes;Emeralds;28;19;4;5;4;26,7;20,8;2,5;2,6;4,4;63,9;43,2;22,3;66;40,7;6,79;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;1,46;12,46;8,2;-73,48175412;503108,33;Extant
Chalybura urochrysia;Trochilidae;Apodiformes;Emeralds;5;2;2;1;4;26,2;21,1;2,6;2,8;6;65,2;43,2;21,3;67;40,2;6,38;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-4,28;15,94;8,1;-79,90981841;208991,28;Extant
Chlorestes notata;Trochilidae;Apodiformes;Emeralds;7;3;4;0;4;19,4;14,8;1,8;1,9;4,3;48;32,1;15,8;67;30;4,2;Dunning;NA;NO;NA;NA;Forest;3;1;Herbivore;Nectarivore;Aerial;-23,01;10,84;-1,6;-59,99324321;4700543,44;Extant
Chlorostilbon alice;Trochilidae;Apodiformes;Emeralds;4;1;3;0;4;15,2;11,4;1,4;1,2;3,9;40,4;27,2;13,2;67,4;21,8;3,5;EltonTraits_Model;NA;NO;NA;NA;Forest;2;2;Herbivore;Nectarivore;Aerial;8,52;11,53;10,31;-68,40522234;81265,75;Extant
Chlorostilbon assimilis;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;16,4;12,2;1,7;1,5;2,5;44,8;29,7;15,1;66,3;28,8;2,61;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;7,21;9,45;8,44;-80,7598336;49348,26;Extant
Chlorostilbon auriceps;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;16,2;11,9;1,4;1,7;3;43,2;29,6;13,6;68,6;35,1;2,61;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;15,65;26,21;19,6;-102,2150874;206600,43;Extant
Chlorostilbon canivetii;Trochilidae;Apodiformes;Emeralds;14;7;7;0;4;15,4;12,8;1,9;1,8;3,3;46,8;31;15,2;67,2;29,2;2,61;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;9,55;23,75;16,98;-90,58224582;577326,32;Extant
Chlorostilbon forficatus;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;16,8;12,9;1,6;1,7;4,2;47,2;33,2;14;70,3;37,8;2,61;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;20,26;20,6;20,44;-86,90510277;488,3;Extant
Chlorostilbon gibsoni;Trochilidae;Apodiformes;Emeralds;15;6;7;2;4;19,2;13,6;1,9;1,5;5;49,4;31,2;15,5;66,9;28,1;2,61;Dunning;NA;NO;NA;NA;Woodland;2;2;Herbivore;Nectarivore;Aerial;1,71;12,46;8,72;-73,01331237;309533,13;Extant
Chlorostilbon lucidus;Trochilidae;Apodiformes;Emeralds;10;2;7;1;4;16,9;14,8;2,5;1,9;3,5;49,6;28,6;17,3;62,3;27,8;3,5;Dunning;NA;NO;NA;NA;Shrubland;2;2;Herbivore;Nectarivore;Aerial;-36,65;-3,16;-19,91;-51,79721863;5788276,16;Extant
Chlorostilbon maugaeus;Trochilidae;Apodiformes;Emeralds;4;4;0;0;4;17,4;13,9;1,8;1,8;4,3;46;29,4;16,7;63,8;27,8;3,1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;17,93;18,52;18,23;-66,47586937;8774,42;Extant
Chlorostilbon melanorhynchus;Trochilidae;Apodiformes;Emeralds;33;9;17;7;4;16;13,9;2,1;1,8;3,9;45,1;31;14,5;68,2;27,3;2,61;Dunning;NA;NO;NA;NA;Forest;2;2;Herbivore;Nectarivore;Aerial;-2,45;7,44;3,13;-76,8412129;152302,31;Extant
Chlorostilbon mellisugus;Trochilidae;Apodiformes;Emeralds;7;2;5;0;3;19,2;15,4;2,3;1,9;3,8;45,7;30,4;15,3;66,5;24,1;2,61;Dunning;NA;NO;NA;NA;Forest;2;2;Herbivore;Nectarivore;Aerial;-18,42;11,98;-3,06;-62,94488968;5794119,22;Extant
Chlorostilbon olivaresi;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;22,2;19;1,4;4,7;4,7;46,7;30,3;16,4;64,9;29;3,69;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;-0,37;0,61;0,06;-73,15025839;6529,26;Extant
Chlorostilbon poortmani;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;18,7;14,3;1,6;1,4;4,3;42,1;27,8;14,3;66;22,8;3,3;Updated_literature;Dunning (2021);NO;NA;NA;Forest;2;2;Herbivore;Nectarivore;Aerial;1,71;9,04;5,98;-73,28958291;63386,31;Extant
Chlorostilbon ricordii;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;19,5;15,7;1,8;1,8;5,2;53;35,5;16,5;68,3;45;3,2;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;19,83;26,92;21,85;-78,94124096;119014,47;Extant
Chlorostilbon russatus;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;17,8;13,7;1,7;1,4;4;43,5;28,4;15,1;65,3;24,8;3,4;Updated_literature;BoW;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;9,72;11,49;10,62;-73,35107933;27765,98;Extant
Chlorostilbon stenurus;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;19,2;14,8;1,8;1,4;4;42,2;27,7;14,5;65,7;24;3,4;Updated_literature;BoW;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;7,3;11,32;9,4;-70,72075836;81621,81;Extant
Chlorostilbon swainsonii;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;20,1;15,6;2;1,8;4,6;54,6;35,9;18,7;65,7;39,8;4,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;17,61;19,95;18,91;-71,26233948;74117,21;Extant
Chrysolampis mosquitus;Trochilidae;Apodiformes;Mangoes;15;7;8;0;6;20,3;13,4;1,8;1,7;3,6;53,9;36,5;17,1;68;32;3,9;Dunning;NA;NO;NA;NA;Forest;2;3;Herbivore;Nectarivore;Aerial;-23,41;12,6;-6,06;-53,1835793;7397775,67;Extant
Chrysuronia oenone;Trochilidae;Apodiformes;Emeralds;14;7;7;0;5;24,7;19,8;2,6;2,2;5,2;51,2;32,3;18,7;63,4;30,6;5,04;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,43;11,3;-4,42;-73,08370204;1336265,93;Extant
Clytolaema rubricauda;Trochilidae;Apodiformes;Brilliants;5;2;2;1;3;25;18,6;2,5;2,3;6,3;69,2;43,2;25,3;63;41,2;7,9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-30,58;-14,28;-22,16;-44,34879841;352748,43;Extant
Coeligena bonapartei;Trochilidae;Apodiformes;Brilliants;11;5;6;0;8;35,5;30,1;2,2;2,5;5,6;73,3;45;28;61,7;42,7;6,49;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;4,53;11,06;7,48;-72,3429946;34638,01;Extant
Coeligena coeligena;Trochilidae;Apodiformes;Brilliants;25;6;8;11;5;36,2;32,6;2,8;2,6;5,7;72,1;45,6;26,8;62,9;47,9;6,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-18,06;11,22;-2,05;-73,45470728;384714,87;Extant
Coeligena helianthea;Trochilidae;Apodiformes;Brilliants;4;2;2;0;4;36,1;29,4;2,4;2,2;7;71,5;45,4;26,1;63,5;46,5;6,64;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;4,31;10,77;6,61;-73,0067685;42112,58;Extant
Coeligena iris;Trochilidae;Apodiformes;Brilliants;11;4;7;0;4;37,1;27,9;2,4;2,5;6,3;80,1;51;29,2;63,6;54,2;6,9;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-9,42;-2,26;-5,99;-78,47076468;80713,59;Extant
Coeligena lutetiae;Trochilidae;Apodiformes;Brilliants;9;4;5;0;4;40,8;32,6;2,6;2,4;6,2;77,3;49,1;28,2;63,5;47,3;7,29;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-5,15;5,35;0,2;-77,61591902;63339,37;Extant
Coeligena orina;Trochilidae;Apodiformes;Brilliants;5;2;3;0;4;37,2;32,9;1,1;1,6;6,2;72,6;44,5;27,7;61,5;43,4;6,49;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;5;6,63;5,83;-76,09238138;1794,64;Extant
Coeligena phalerata;Trochilidae;Apodiformes;Brilliants;10;4;6;0;9;33,4;28,6;1,8;2;5,9;70,7;44,1;26,3;62,7;44;6,1;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;10,38;11,09;10,77;-73,65462012;4729,41;Extant
Coeligena prunellei;Trochilidae;Apodiformes;Brilliants;4;0;0;4;4;32;27;2,8;2,4;6;80,2;49,7;30,6;61,9;49,5;6,98;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;4,58;6,94;5,76;-73,77584187;6382,86;Extant
Coeligena torquata;Trochilidae;Apodiformes;Brilliants;47;18;26;3;15;39,4;34,3;2,4;2,4;5,2;73,8;46,6;27,8;62,7;46;6,72;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,85;9,68;-3,34;-74,55703072;403723,96;Extant
Coeligena violifer;Trochilidae;Apodiformes;Brilliants;43;11;21;11;33;39,2;33,5;2,8;2,6;5,1;74,1;44,5;29,5;60,1;50,4;7,39;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-18,18;-5,11;-12,64;-72,27904235;192546,83;Extant
Coeligena wilsoni;Trochilidae;Apodiformes;Brilliants;5;2;3;0;4;34,7;29,4;2,6;2,3;6,2;71,4;43,8;29;60,1;46,2;6,7;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-4,09;5,35;0,96;-78,01412486;34158,96;Extant
Colibri coruscans;Trochilidae;Apodiformes;Mangoes;28;4;5;19;10;29,1;22,4;2,9;2,5;5,6;75,4;47,5;28,5;62,5;51,4;6,7;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;-27,31;11,11;-8,85;-71,99821701;920400,1;Extant
Colibri delphinae;Trochilidae;Apodiformes;Mangoes;8;3;5;0;4;19;14,8;1,8;2,2;5,3;67,9;43,4;24,5;63,8;41,1;6,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,73;17,06;3,19;-69,00382386;1200069,73;Extant
Colibri serrirostris;Trochilidae;Apodiformes;Mangoes;10;4;5;1;3;24,1;17,9;2,2;2,2;4,3;67,9;41,6;25,9;61,6;42,5;6,7;Dunning;NA;NO;NA;NA;Shrubland;3;1;Herbivore;Nectarivore;Aerial;-26,9;-7,62;-18,19;-49,74496905;2370635,54;Extant
Colibri thalassinus;Trochilidae;Apodiformes;Mangoes;19;7;7;5;4;23,7;17,3;2,2;2;5,6;62,6;38;23,6;61,5;42;5,9;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-17,81;22,79;6,27;-83,02876752;788433,25;Extant
Cyanophaia bicolor;Trochilidae;Apodiformes;Emeralds;5;1;3;1;4;19,3;14,7;2,1;1,7;4,7;59,8;38,6;21,6;64,1;37,2;4,5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;14,39;15,63;14,96;-61,15622039;1906,02;Extant
Cynanthus latirostris;Trochilidae;Apodiformes;Emeralds;25;4;20;1;10;20,1;17,2;2,6;2;5,3;50,6;33,1;17,5;65,4;31,6;3,1;Dunning;NA;NO;NA;NA;Woodland;3;1;Herbivore;Nectarivore;Aerial;15,65;32,6;23,59;-104,2739335;784126,02;Extant
Cynanthus sordidus;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;23,4;18,7;2,3;1,9;4,3;56,1;36,4;19;65,8;32,6;4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;16,1;18,91;17,61;-98,54886995;96193,75;Extant
Damophila julie;Trochilidae;Apodiformes;Emeralds;7;2;4;1;5;16;12,1;1,2;1,6;4,1;43,1;13;30;30,4;26;3,3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-4,06;11,31;6,13;-76,32542522;289656,61;Extant
Discosura conversii;Trochilidae;Apodiformes;Coquettes;4;2;2;0;4;14,4;10;1,3;1,3;6,4;42,2;29,2;13;69,2;42;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-4,07;10,5;3,73;-78,41529632;132865,47;Extant
Discosura langsdorffi;Trochilidae;Apodiformes;Coquettes;5;0;2;3;4;17,6;12,8;1,7;1,7;5,3;35,2;22,8;12,8;64,1;66,6;2,8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-23;2,42;-5,91;-68,22004413;1980012,6;Extant
Discosura letitiae;Trochilidae;Apodiformes;Coquettes;1;0;0;1;1;14,3;9,7;0,7;1,1;4,1;37,6;24,5;13,1;65,2;36;2,83;EltonTraits_GenAvg;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;NA;NA;NA;NA;NA;Extant
Discosura longicaudus;Trochilidae;Apodiformes;Coquettes;6;2;4;0;4;15,4;10,8;1,7;1,7;4,2;42,8;30,4;12,3;71,2;37,7;3,4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-23,09;8,47;0;-56,7661941;2150114,71;Extant
Discosura popelairii;Trochilidae;Apodiformes;Coquettes;5;3;2;0;3;15,7;11,7;1,3;1,6;4,1;33,2;21,3;11,7;64,8;20;2,5;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-14,2;4,58;-5,47;-76,25868356;164969,5;Extant
Doricha eliza;Trochilidae;Apodiformes;Bees;4;2;2;0;4;23,1;19,2;1,4;1,3;3,9;38,4;24,4;14;63,6;31,5;2,5;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Aerial;19,41;21,61;20,9;-90,54215467;2908,29;Extant
Doricha enicura;Trochilidae;Apodiformes;Bees;5;2;3;0;4;21,9;18;1,4;1,5;3,8;36,5;24,2;11,7;67,6;47,6;2,4;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Nectarivore;Aerial;13,8;17,04;15,28;-90,71935218;78586,85;Extant
Doryfera johannae;Trochilidae;Apodiformes;Mangoes;9;4;5;0;4;30,6;25,6;1,9;1,9;5,3;52,8;34,5;18,2;65,5;28,2;4,81;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-10,71;7,28;1,49;-69,25996611;459646,35;Extant
Doryfera ludovicae;Trochilidae;Apodiformes;Mangoes;17;6;7;4;5;37,6;30,6;2,8;2,3;5,8;57,4;35,2;22,1;61,5;34,7;6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,25;10,47;-2,45;-74,65360514;387149,16;Extant
Elvira chionura;Trochilidae;Apodiformes;Emeralds;5;2;3;0;4;17,7;13,7;1,5;1,7;4,4;49,5;33;15,7;67,8;28,6;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;8,35;9,75;8,92;-82,66823085;9597,91;Extant
Elvira cupreiceps;Trochilidae;Apodiformes;Emeralds;4;2;2;0;4;16,9;12,3;1,5;1,2;4,3;45,9;30,1;15,8;65,7;24,8;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;9,84;11,05;10,39;-84,46960881;5223,26;Extant
Ensifera ensifera;Trochilidae;Apodiformes;Brilliants;14;8;6;0;3;97,4;87,2;2,5;3;4,8;76,3;45,6;32,3;58,7;60,5;11,2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-17,94;9,81;-4,89;-74,33476845;398282,99;Extant
Eriocnemis alinae;Trochilidae;Apodiformes;Brilliants;5;0;4;1;4;18,4;15;1,7;1,4;6,2;49,6;31,5;18,5;63;31,8;4,24;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;-9,19;5,17;-2,89;-76,92971483;68344,27;Extant
Eriocnemis cupreoventris;Trochilidae;Apodiformes;Brilliants;5;0;2;3;4;21,3;16,6;2;1,7;6,6;63,2;37;26;58,8;43;5,3;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;4,21;9,28;6,35;-72,81624966;49722,37;Extant
Eriocnemis derbyi;Trochilidae;Apodiformes;Brilliants;5;2;3;0;4;22,9;18;1,6;2;7,2;56,2;34,8;21,2;62,1;32,4;5,5;Updated_literature;Dunning (2021);NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-0,11;5,18;2,49;-76,52741574;24535,26;Extant
Eriocnemis glaucopoides;Trochilidae;Apodiformes;Brilliants;8;3;5;0;4;25;19,8;1,8;2,1;4,3;50,3;32,1;18,1;63,9;38;3,7;Dunning;NA;NO;NA;NA;Human Modified;2;1;Herbivore;Nectarivore;Aerial;-27,21;-16,73;-21,13;-64,79707652;57142,21;Extant
Eriocnemis godini;Trochilidae;Apodiformes;Brilliants;3;2;1;0;3;23,4;17,6;1,8;1,9;5,6;58,9;35,8;23,1;60,7;39,3;5,06;EltonTraits_GenAvg;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;NA;NA;NA;NA;NA;Extant
Eriocnemis isabellae;Trochilidae;Apodiformes;Brilliants;5;0;3;2;5;19,4;16,3;1,6;1,6;5,4;56,9;36,6;20,3;64,4;38,6;4,5;Updated_literature;BoW;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;2,24;2,29;2,26;-77,35510668;44,21;Extant
Eriocnemis luciani;Trochilidae;Apodiformes;Brilliants;8;4;4;0;5;24,6;19,8;2,1;2,2;6,5;69,4;43,5;26;62,6;50,9;6;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-14,53;8,58;-6,71;-76,0395126;82596,6;Extant
Eriocnemis mirabilis;Trochilidae;Apodiformes;Brilliants;4;1;3;0;4;20,3;17,4;1,2;1,2;4,6;51,2;32,5;18,7;63,5;34;5,06;EltonTraits_GenAvg;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;2,24;2,68;2,33;-77,20485199;33,95;Extant
Eriocnemis mosquera;Trochilidae;Apodiformes;Brilliants;4;2;2;0;4;20,9;17,5;2;1,6;6,6;73;44,8;28,2;61,3;56,8;5,3;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;-2,64;5,19;1,01;-77,36965759;34835,78;Extant
